economy_code,economy,year,value,source
16_RUS,Russia,2008,30.063881910679,WDI
16_RUS,Russia,2009,20.8762043653616,WDI
16_RUS,Russia,2010,26.283714313898,WDI
16_RUS,Russia,2011,28.7575643096851,WDI
16_RUS,Russia,2012,27.2441713507904,WDI
16_RUS,Russia,2013,24.2820958381877,WDI
16_RUS,Russia,2014,24.5121808211262,WDI
16_RUS,Russia,2015,26.366709537342,WDI
16_RUS,Russia,2016,25.0134122865718,WDI
16_RUS,Russia,2017,25.6686851355845,WDI
16_RUS,Russia,2018,28.9492684952112,WDI
16_RUS,Russia,2019,26.5372798751328,WDI
16_RUS,Russia,2020,25.7684981515278,WDI
16_RUS,Russia,2021,29.8125329121196,WDI
16_RUS,Russia,2022,33.3939222918452,WDI
16_RUS,Russia,2023,30.2888471082987,WDI
16_RUS,Russia,2024,30.841114469031,WDI
16_RUS,Russia,2025,28.6401351543644,WDI
17_SGP,Singapore,1990,43.7346820122541,WDI
17_SGP,Singapore,1991,44.9742348070061,WDI
17_SGP,Singapore,1992,46.9931769374517,WDI
17_SGP,Singapore,1993,44.3689996647096,WDI
17_SGP,Singapore,1994,48.0937388256663,WDI
17_SGP,Singapore,1995,50.5941912194197,WDI
17_SGP,Singapore,1996,48.8767626927082,WDI
17_SGP,Singapore,1997,52.3004833795433,WDI
17_SGP,Singapore,1998,51.3496086513825,WDI
17_SGP,Singapore,1999,48.9122577264388,WDI
17_SGP,Singapore,2000,46.3748639816815,WDI
17_SGP,Singapore,2001,40.0817720006283,WDI
17_SGP,Singapore,2002,38.4280208891596,WDI
17_SGP,Singapore,2003,39.398793615194,WDI
17_SGP,Singapore,2004,40.6143506457402,WDI
17_SGP,Singapore,2005,43.62664151037,WDI
17_SGP,Singapore,2006,48.1685207360732,WDI
17_SGP,Singapore,2007,49.970919838469,WDI
17_SGP,Singapore,2008,44.3584688806777,WDI
17_SGP,Singapore,2009,43.8631060213423,WDI
17_SGP,Singapore,2010,50.5915809058007,WDI
17_SGP,Singapore,2011,48.8092109004309,WDI
17_SGP,Singapore,2012,47.2531022096686,WDI
17_SGP,Singapore,2013,45.5156971062719,WDI
17_SGP,Singapore,2014,47.2950477994746,WDI
17_SGP,Singapore,2015,44.0462153091754,WDI
17_SGP,Singapore,2016,45.2357210400528,WDI
17_SGP,Singapore,2017,46.6182575489954,WDI
17_SGP,Singapore,2018,41.4218332441414,WDI
17_SGP,Singapore,2019,39.9868811642176,WDI
17_SGP,Singapore,2020,42.0805317790255,WDI
17_SGP,Singapore,2021,44.1544994049441,WDI
17_SGP,Singapore,2022,41.9202431450759,WDI
17_SGP,Singapore,2023,37.8776158568895,WDI
17_SGP,Singapore,2024,40.4512885852667,WDI
17_SGP,Singapore,2025,39.9756209143373,WDI
19_THA,Thailand,1990,32.8268187108862,WDI
19_THA,Thailand,1991,34.528016169832,WDI
19_THA,Thailand,1992,34.0199054218324,WDI
19_THA,Thailand,1993,35.9403785639628,WDI
19_THA,Thailand,1994,35.8027071005383,WDI
19_THA,Thailand,1995,35.8028117053841,WDI
19_THA,Thailand,1996,34.6035201809033,WDI
19_THA,Thailand,1997,32.2545975091173,WDI
19_THA,Thailand,1998,31.7437445056457,WDI
19_THA,Thailand,1999,30.4552375675406,WDI
19_THA,Thailand,2000,30.7820937245273,WDI
19_THA,Thailand,2001,28.2255095772685,WDI
19_THA,Thailand,2002,28.103890614555,WDI
19_THA,Thailand,2003,27.9738396418452,WDI
19_THA,Thailand,2004,27.8994841062468,WDI
19_THA,Thailand,2005,28.2409524233023,WDI
19_THA,Thailand,2006,30.4451483129011,WDI
19_THA,Thailand,2007,32.2498340915576,WDI
19_THA,Thailand,2008,30.6620557262506,WDI
19_THA,Thailand,2009,29.2740607965439,WDI
19_THA,Thailand,2010,29.6275906793853,WDI
19_THA,Thailand,2011,31.4339629664977,WDI
19_THA,Thailand,2012,28.9313113964315,WDI
19_THA,Thailand,2013,27.2207671462189,WDI
19_THA,Thailand,2014,27.4850789547057,WDI
19_THA,Thailand,2015,28.043823657924,WDI
19_THA,Thailand,2016,30.0765044478694,WDI
19_THA,Thailand,2017,31.9424672317789,WDI
19_THA,Thailand,2018,31.6865849444729,WDI
19_THA,Thailand,2019,31.7166115590555,WDI
19_THA,Thailand,2020,28.2586166665329,WDI
19_THA,Thailand,2021,27.6338609938632,WDI
19_THA,Thailand,2022,26.4000592714881,WDI
19_THA,Thailand,2023,25.6220712409329,WDI
19_THA,Thailand,2024,24.0895812398268,WDI
19_THA,Thailand,2025,23.9345935096814,WDI
20_USA,United States of America,1990,18.7592652466551,WDI
20_USA,United States of America,1991,18.814188530315,WDI
20_USA,United States of America,1992,17.6880246956939,WDI
20_USA,United States of America,1993,17.051004445686,WDI
20_USA,United States of America,1994,17.8617050415274,WDI
20_USA,United States of America,1995,18.7589369755472,WDI
20_USA,United States of America,1996,19.6511225768668,WDI
20_USA,United States of America,1997,20.8476579331725,WDI
20_USA,United States of America,1998,21.3905003267748,WDI
20_USA,United States of America,1999,20.9261032821343,WDI
20_USA,United States of America,2000,20.8133351907218,WDI
20_USA,United States of America,2001,19.6572760977701,WDI
20_USA,United States of America,2002,18.3808596273365,WDI
20_USA,United States of America,2003,17.4287148287646,WDI
20_USA,United States of America,2004,17.7331607023412,WDI
20_USA,United States of America,2005,18.1224580010564,WDI
20_USA,United States of America,2006,19.199754364329,WDI
20_USA,United States of America,2007,17.427948488859,WDI
20_USA,United States of America,2008,15.0588069137003,WDI
20_USA,United States of America,2009,13.8930493967185,WDI
20_USA,United States of America,2010,15.3832511206248,WDI
20_USA,United States of America,2011,16.3373255386695,WDI
20_USA,United States of America,2012,18.3792944123805,WDI
20_USA,United States of America,2013,18.5633187946246,WDI
20_USA,United States of America,2014,19.656661027986,WDI
20_USA,United States of America,2015,19.6984272057875,WDI
20_USA,United States of America,2016,18.5586926139993,WDI
20_USA,United States of America,2017,18.9790569108808,WDI
20_USA,United States of America,2018,19.2309245179584,WDI
20_USA,United States of America,2019,19.4296726896058,WDI
20_USA,United States of America,2020,18.3841091960382,WDI
20_USA,United States of America,2021,17.7191305020369,WDI
20_USA,United States of America,2022,18.2901078480764,WDI
20_USA,United States of America,2023,17.1362533011054,WDI
20_USA,United States of America,2024,16.6047608757631,WDI
20_USA,United States of America,2025,16.804760875763098,WDI seeded and projected to 2025
21_VN,Viet Nam,1996,21.196503227514,WDI
21_VN,Viet Nam,1997,21.7955061723789,WDI
21_VN,Viet Nam,1998,23.3447998293709,WDI
21_VN,Viet Nam,1999,26.8713762086002,WDI
21_VN,Viet Nam,2000,31.2477933126531,WDI
21_VN,Viet Nam,2001,31.3018955804133,WDI
21_VN,Viet Nam,2002,32.5276745084571,WDI
21_VN,Viet Nam,2003,31.4932205734823,WDI
21_VN,Viet Nam,2004,33.4663826860355,WDI
21_VN,Viet Nam,2005,33.0750336525299,WDI
21_VN,Viet Nam,2006,33.3307633776547,WDI
21_VN,Viet Nam,2007,31.8402168926241,WDI
21_VN,Viet Nam,2008,27.9004725574194,WDI
21_VN,Viet Nam,2009,27.5027461713316,WDI
21_VN,Viet Nam,2010,33.4362082984551,WDI
21_VN,Viet Nam,2011,35.7658995890204,WDI
21_VN,Viet Nam,2012,34.8650174309066,WDI
21_VN,Viet Nam,2013,33.201341895001,WDI
21_VN,Viet Nam,2014,32.9915517464879,WDI
21_VN,Viet Nam,2015,28.0729400269014,WDI
21_VN,Viet Nam,2016,28.4694474915156,WDI
21_VN,Viet Nam,2017,28.8568707708552,WDI
21_VN,Viet Nam,2018,30.9316977896393,WDI
21_VN,Viet Nam,2019,31.3330314964469,WDI
21_VN,Viet Nam,2020,33.0073258956685,WDI
21_VN,Viet Nam,2021,32.5963636488186,WDI
21_VN,Viet Nam,2022,33.0480243558189,WDI
21_VN,Viet Nam,2023,35.0029432211294,WDI
21_VN,Viet Nam,2024,37.0411480009622,WDI
21_VN,Viet Nam,2025,36.84114800096221,WDI seeded and projected to 2025
