economy_code,economy,year,variable,value,population
15_PHL,Philippines,1990,APERC GDP projections,,GDP_low
15_PHL,Philippines,1991,APERC GDP projections,,GDP_low
15_PHL,Philippines,1992,APERC GDP projections,,GDP_low
15_PHL,Philippines,1993,APERC GDP projections,,GDP_low
15_PHL,Philippines,1994,APERC GDP projections,,GDP_low
15_PHL,Philippines,1995,APERC GDP projections,,GDP_low
15_PHL,Philippines,1996,APERC GDP projections,,GDP_low
15_PHL,Philippines,1997,APERC GDP projections,,GDP_low
15_PHL,Philippines,1998,APERC GDP projections,,GDP_low
15_PHL,Philippines,1999,APERC GDP projections,,GDP_low
15_PHL,Philippines,2000,APERC GDP projections,,GDP_low
15_PHL,Philippines,2001,APERC GDP projections,,GDP_low
15_PHL,Philippines,2002,APERC GDP projections,,GDP_low
15_PHL,Philippines,2003,APERC GDP projections,,GDP_low
15_PHL,Philippines,2004,APERC GDP projections,,GDP_low
15_PHL,Philippines,2005,APERC GDP projections,,GDP_low
15_PHL,Philippines,2006,APERC GDP projections,,GDP_low
15_PHL,Philippines,2007,APERC GDP projections,,GDP_low
15_PHL,Philippines,2008,APERC GDP projections,,GDP_low
15_PHL,Philippines,2009,APERC GDP projections,,GDP_low
15_PHL,Philippines,2010,APERC GDP projections,,GDP_low
15_PHL,Philippines,2011,APERC GDP projections,,GDP_low
15_PHL,Philippines,2012,APERC GDP projections,,GDP_low
15_PHL,Philippines,2013,APERC GDP projections,,GDP_low
15_PHL,Philippines,2014,APERC GDP projections,,GDP_low
15_PHL,Philippines,2015,APERC GDP projections,,GDP_low
15_PHL,Philippines,2016,APERC GDP projections,,GDP_low
15_PHL,Philippines,2017,APERC GDP projections,,GDP_low
15_PHL,Philippines,2018,APERC GDP projections,,GDP_low
15_PHL,Philippines,2019,APERC GDP projections,,GDP_low
15_PHL,Philippines,2020,APERC GDP projections,,GDP_low
15_PHL,Philippines,2021,APERC GDP projections,,GDP_low
15_PHL,Philippines,2022,APERC GDP projections,,GDP_low
