economy_code,economy,year,variable,value
01_AUS,Australia,1990,Population,17004.135
01_AUS,Australia,1991,Population,17248.461
01_AUS,Australia,1992,Population,17457.924
01_AUS,Australia,1993,Population,17640.653
01_AUS,Australia,1994,Population,17805.169
01_AUS,Australia,1995,Population,17989.698
01_AUS,Australia,1996,Population,18200.991
01_AUS,Australia,1997,Population,18409.624
01_AUS,Australia,1998,Population,18600.201
01_AUS,Australia,1999,Population,18803.233
01_AUS,Australia,2000,Population,19016.729
01_AUS,Australia,2001,Population,19248.213
01_AUS,Australia,2002,Population,19482.653
01_AUS,Australia,2003,Population,19708.057
01_AUS,Australia,2004,Population,19930.852
01_AUS,Australia,2005,Population,20162.502
01_AUS,Australia,2006,Population,20426.478
01_AUS,Australia,2007,Population,20754.641
01_AUS,Australia,2008,Population,21154.456
01_AUS,Australia,2009,Population,21586.721
01_AUS,Australia,2010,Population,21979.301
01_AUS,Australia,2011,Population,22303.86
01_AUS,Australia,2012,Population,22655.69
01_AUS,Australia,2013,Population,23049.598
01_AUS,Australia,2014,Population,23422.943
01_AUS,Australia,2015,Population,23768.258
01_AUS,Australia,2016,Population,24127.746
01_AUS,Australia,2017,Population,24532.18
01_AUS,Australia,2018,Population,24929.897
01_AUS,Australia,2019,Population,25309.514
01_AUS,Australia,2020,Population,25655.914
01_AUS,Australia,2021,Population,25831.668
01_AUS,Australia,2022,Population,26081.167
01_AUS,Australia,2023,Population,26320.802
01_AUS,Australia,2024,Population,26581.446
01_AUS,Australia,2025,Population,26844.964
01_AUS,Australia,2026,Population,27103.088
01_AUS,Australia,2027,Population,27351.104
01_AUS,Australia,2028,Population,27597.438
01_AUS,Australia,2029,Population,27840.238
01_AUS,Australia,2030,Population,28072.905
01_AUS,Australia,2031,Population,28304.174
01_AUS,Australia,2032,Population,28531.414
01_AUS,Australia,2033,Population,28752.429
01_AUS,Australia,2034,Population,28970.774
01_AUS,Australia,2035,Population,29187.209
01_AUS,Australia,2036,Population,29405.127
01_AUS,Australia,2037,Population,29622.099
01_AUS,Australia,2038,Population,29831.175
01_AUS,Australia,2039,Population,30044.909
01_AUS,Australia,2040,Population,30251.945
01_AUS,Australia,2041,Population,30462.956
01_AUS,Australia,2042,Population,30677.588
01_AUS,Australia,2043,Population,30895.079
01_AUS,Australia,2044,Population,31109.348
01_AUS,Australia,2045,Population,31322.839
01_AUS,Australia,2046,Population,31539.406
01_AUS,Australia,2047,Population,31761.57
01_AUS,Australia,2048,Population,31970.869
01_AUS,Australia,2049,Population,32192.373
01_AUS,Australia,2050,Population,32401.987
01_AUS,Australia,2051,Population,32611.952
01_AUS,Australia,2052,Population,32820.222
01_AUS,Australia,2053,Population,33023.594
01_AUS,Australia,2054,Population,33227.552
01_AUS,Australia,2055,Population,33434.945
01_AUS,Australia,2056,Population,33643.673
01_AUS,Australia,2057,Population,33847.012
01_AUS,Australia,2058,Population,34051.096
01_AUS,Australia,2059,Population,34262.535
01_AUS,Australia,2060,Population,34462.733
01_AUS,Australia,2061,Population,34662.633
01_AUS,Australia,2062,Population,34866.752
01_AUS,Australia,2063,Population,35071.672
01_AUS,Australia,2064,Population,35279.259
01_AUS,Australia,2065,Population,35475.901
01_AUS,Australia,2066,Population,35678.977
01_AUS,Australia,2067,Population,35890.727
01_AUS,Australia,2068,Population,36103.806
01_AUS,Australia,2069,Population,36318.24
01_AUS,Australia,2070,Population,36531.164
01_AUS,Australia,2071,Population,36739.081
01_AUS,Australia,2072,Population,36940.264
01_AUS,Australia,2073,Population,37142.551
01_AUS,Australia,2074,Population,37347.566
01_AUS,Australia,2075,Population,37556.139
01_AUS,Australia,2076,Population,37763.031
01_AUS,Australia,2077,Population,37968.296
01_AUS,Australia,2078,Population,38179.305
01_AUS,Australia,2079,Population,38388.709
01_AUS,Australia,2080,Population,38597.005
01_AUS,Australia,2081,Population,38804.682
01_AUS,Australia,2082,Population,39022.083
01_AUS,Australia,2083,Population,39232.369
01_AUS,Australia,2084,Population,39449.919
01_AUS,Australia,2085,Population,39655.558
01_AUS,Australia,2086,Population,39863.078
01_AUS,Australia,2087,Population,40077.588
01_AUS,Australia,2088,Population,40299.278
01_AUS,Australia,2089,Population,40533.321
01_AUS,Australia,2090,Population,40759.661
01_AUS,Australia,2091,Population,40993.747
01_AUS,Australia,2092,Population,41229.092
01_AUS,Australia,2093,Population,41460.325
01_AUS,Australia,2094,Population,41689.12
01_AUS,Australia,2095,Population,41905.168
01_AUS,Australia,2096,Population,42127.78
01_AUS,Australia,2097,Population,42358.925
01_AUS,Australia,2098,Population,42595.326
01_AUS,Australia,2099,Population,42818.144
01_AUS,Australia,2100,Population,43035.124
01_AUS,Australia,1990,Labour efficiency,12.147905529296125
01_AUS,Australia,1991,Labour efficiency,11.821306167093887
01_AUS,Australia,1992,Labour efficiency,11.87888488519565
01_AUS,Australia,1993,Labour efficiency,12.3665232879977
01_AUS,Australia,1994,Labour efficiency,12.837008394353541
01_AUS,Australia,1995,Labour efficiency,13.309678789067211
01_AUS,Australia,1996,Labour efficiency,13.772434002648183
01_AUS,Australia,1997,Labour efficiency,14.304291550449708
01_AUS,Australia,1998,Labour efficiency,15.017419737467103
01_AUS,Australia,1999,Labour efficiency,15.683455108904564
01_AUS,Australia,2000,Labour efficiency,16.093558620828155
01_AUS,Australia,2001,Labour efficiency,16.37290360824898
01_AUS,Australia,2002,Labour efficiency,16.823460566690567
01_AUS,Australia,2003,Labour efficiency,17.258573664881563
01_AUS,Australia,2004,Labour efficiency,17.78202997926111
01_AUS,Australia,2005,Labour efficiency,18.061823596878718
01_AUS,Australia,2006,Labour efficiency,18.378383847054614
01_AUS,Australia,2007,Labour efficiency,18.784431815470914
01_AUS,Australia,2008,Labour efficiency,18.93154971990272
01_AUS,Australia,2009,Labour efficiency,18.812419341998016
01_AUS,Australia,2010,Labour efficiency,18.8131989921576
01_AUS,Australia,2011,Labour efficiency,19.04029168402632
01_AUS,Australia,2012,Labour efficiency,19.388434928891407
01_AUS,Australia,2013,Labour efficiency,19.511140511001003
01_AUS,Australia,2014,Labour efficiency,19.64856238875188
01_AUS,Australia,2015,Labour efficiency,19.848967018318724
01_AUS,Australia,2016,Labour efficiency,20.11380561556084
01_AUS,Australia,2017,Labour efficiency,20.316461557051316
01_AUS,Australia,2018,Labour efficiency,20.57988054651488
01_AUS,Australia,2019,Labour efficiency,20.446751874538123
01_AUS,Australia,2020,Labour efficiency,20.163960067423126
01_AUS,Australia,2021,Labour efficiency,20.698075087072123
01_AUS,Australia,2022,Labour efficiency,21.540735317169336
01_AUS,Australia,2023,Labour efficiency,21.980568399153906
01_AUS,Australia,2024,Labour efficiency,22.063960959073977
01_AUS,Australia,2025,Labour efficiency,22.142401158151042
01_AUS,Australia,2026,Labour efficiency,22.43258340462172
01_AUS,Australia,2027,Labour efficiency,22.72603598678982
01_AUS,Australia,2028,Labour efficiency,23.030158980128327
01_AUS,Australia,2029,Labour efficiency,23.339310648651672
01_AUS,Australia,2030,Labour efficiency,23.652612299562602
01_AUS,Australia,2031,Labour efficiency,23.98702433244825
01_AUS,Australia,2032,Labour efficiency,24.32616444383628
01_AUS,Australia,2033,Labour efficiency,24.670099481579417
01_AUS,Australia,2034,Labour efficiency,25.00605934557381
01_AUS,Australia,2035,Labour efficiency,25.346594344350265
01_AUS,Australia,2036,Labour efficiency,25.691766782548466
01_AUS,Australia,2037,Labour efficiency,26.041639813278866
01_AUS,Australia,2038,Labour efficiency,26.396277449677243
01_AUS,Australia,2039,Labour efficiency,26.755744576616614
01_AUS,Australia,2040,Labour efficiency,27.120106962578642
01_AUS,Australia,2041,Labour efficiency,27.489431271686698
01_AUS,Australia,2042,Labour efficiency,27.863785075902804
01_AUS,Australia,2043,Labour efficiency,28.243236867390674
01_AUS,Australia,2044,Labour efficiency,28.627856071047106
01_AUS,Australia,2045,Labour efficiency,29.01771305720403
01_AUS,Australia,2046,Labour efficiency,29.41287915450355
01_AUS,Australia,2047,Labour efficiency,29.81342666294829
01_AUS,Australia,2048,Labour efficiency,30.2194288671295
01_AUS,Australia,2049,Labour efficiency,30.63096004963526
01_AUS,Australia,2050,Labour efficiency,31.04809550464131
01_AUS,Australia,2051,Labour efficiency,31.470911551686957
01_AUS,Australia,2052,Labour efficiency,31.899485549638563
01_AUS,Australia,2053,Labour efficiency,32.33389591084322
01_AUS,Australia,2054,Labour efficiency,32.77422211547514
01_AUS,Australia,2055,Labour efficiency,33.22054472607744
01_AUS,Australia,2056,Labour efficiency,33.67294540230196
01_AUS,Australia,2057,Labour efficiency,34.13150691584977
01_AUS,Australia,2058,Labour efficiency,34.59631316561518
01_AUS,Australia,2059,Labour efficiency,35.06744919303599
01_AUS,Australia,2060,Labour efficiency,35.54500119765273
01_AUS,Australia,2061,Labour efficiency,36.02905655287984
01_AUS,Australia,2062,Labour efficiency,36.51970382199158
01_AUS,Australia,2063,Labour efficiency,37.01703277432567
01_AUS,Australia,2064,Labour efficiency,37.521134401707606
01_AUS,Australia,2065,Labour efficiency,38.032100935098576
01_AUS,Australia,2066,Labour efficiency,38.55002586147016
01_AUS,Australia,2067,Labour efficiency,39.07500394090881
01_AUS,Australia,2068,Labour efficiency,39.60713122395322
01_AUS,Australia,2069,Labour efficiency,40.146505069167866
01_AUS,Australia,2070,Labour efficiency,40.69322416095583
01_AUS,Australia,2071,Labour efficiency,41.247388527614184
01_AUS,Australia,2072,Labour efficiency,41.809099559635285
01_AUS,Australia,2073,Labour efficiency,42.37846002825727
01_AUS,Australia,2074,Labour efficiency,42.95557410426722
01_AUS,Australia,2075,Labour efficiency,43.540547377060314
01_AUS,Australia,2076,Labour efficiency,44.13348687395861
01_AUS,Australia,2077,Labour efficiency,44.734501079792864
01_AUS,Australia,2078,Labour efficiency,45.343699956751024
01_AUS,Australia,2079,Labour efficiency,45.96119496449703
01_AUS,Australia,2080,Labour efficiency,46.5870990805636
01_AUS,Australia,2081,Labour efficiency,47.22152682102269
01_AUS,Australia,2082,Labour efficiency,47.86459426143752
01_AUS,Australia,2083,Labour efficiency,48.51641905809982
01_AUS,Australia,2084,Labour efficiency,49.17712046955642
01_AUS,Australia,2085,Labour efficiency,49.846819378428854
01_AUS,Australia,2086,Labour efficiency,50.5256383135302
01_AUS,Australia,2087,Labour efficiency,51.21370147228309
01_AUS,Australia,2088,Labour efficiency,51.91113474344297
01_AUS,Australia,2089,Labour efficiency,52.61806573013088
01_AUS,Australia,2090,Labour efficiency,53.33462377317981
01_AUS,Australia,2091,Labour efficiency,54.06093997479905
01_AUS,Australia,2092,Labour efficiency,54.79714722256082
01_AUS,Australia,2093,Labour efficiency,55.54338021371346
01_AUS,Australia,2094,Labour efficiency,56.29977547982584
01_AUS,Australia,2095,Labour efficiency,57.06647141176727
01_AUS,Australia,2096,Labour efficiency,57.84360828502765
01_AUS,Australia,2097,Labour efficiency,58.63132828538246
01_AUS,Australia,2098,Labour efficiency,59.42977553490716
01_AUS,Australia,2099,Labour efficiency,60.23909611834594
01_AUS,Australia,2100,Labour efficiency,61.05943810983957
01_AUS,Australia,1990,Capital stock,3209897.8799290387
01_AUS,Australia,1991,Capital stock,3241658.658973061
01_AUS,Australia,1992,Capital stock,3194702.3399404967
01_AUS,Australia,1993,Capital stock,3269648.971523141
01_AUS,Australia,1994,Capital stock,3361182.7214058777
01_AUS,Australia,1995,Capital stock,3448704.642123038
01_AUS,Australia,1996,Capital stock,3539685.5882801856
01_AUS,Australia,1997,Capital stock,3618952.593968984
01_AUS,Australia,1998,Capital stock,3713698.16689125
01_AUS,Australia,1999,Capital stock,3870166.47047785
01_AUS,Australia,2000,Capital stock,4029636.3295536186
01_AUS,Australia,2001,Capital stock,4055167.2217895496
01_AUS,Australia,2002,Capital stock,4212083.822908463
01_AUS,Australia,2003,Capital stock,4299559.029608603
01_AUS,Australia,2004,Capital stock,4482319.629141826
01_AUS,Australia,2005,Capital stock,4650882.519740263
01_AUS,Australia,2006,Capital stock,4757938.92073421
01_AUS,Australia,2007,Capital stock,4933821.0109843705
01_AUS,Australia,2008,Capital stock,5179907.517135421
01_AUS,Australia,2009,Capital stock,5324474.609806161
01_AUS,Australia,2010,Capital stock,5473220.512650328
01_AUS,Australia,2011,Capital stock,5579192.6585253775
01_AUS,Australia,2012,Capital stock,5843307.971197058
01_AUS,Australia,2013,Capital stock,6022326.709007116
01_AUS,Australia,2014,Capital stock,6203059.684433638
01_AUS,Australia,2015,Capital stock,6305359.386441025
01_AUS,Australia,2016,Capital stock,6468601.789678548
01_AUS,Australia,2017,Capital stock,6577618.49395307
01_AUS,Australia,2018,Capital stock,6760298.377382127
01_AUS,Australia,2019,Capital stock,7045508.502159561
01_AUS,Australia,2020,Capital stock,7025525.094107329
01_AUS,Australia,2021,Capital stock,7027074.30576847
01_AUS,Australia,2022,Capital stock,7240002.559464331
01_AUS,Australia,2023,Capital stock,7565589.948001127
01_AUS,Australia,2024,Capital stock,7669496.345443953
01_AUS,Australia,2025,Capital stock,7773065.059257426
01_AUS,Australia,2026,Capital stock,7877665.581116392
01_AUS,Australia,2027,Capital stock,7984169.153638617
01_AUS,Australia,2028,Capital stock,8092501.217990983
01_AUS,Australia,2029,Capital stock,8202732.201169128
01_AUS,Australia,2030,Capital stock,8314858.639795664
01_AUS,Australia,2031,Capital stock,8428810.236300496
01_AUS,Australia,2032,Capital stock,8544766.068606423
01_AUS,Australia,2033,Capital stock,8662711.557134489
01_AUS,Australia,2034,Capital stock,8782612.194018729
01_AUS,Australia,2035,Capital stock,8904330.744570892
01_AUS,Australia,2036,Capital stock,9027868.081559181
01_AUS,Australia,2037,Capital stock,9153256.281851782
01_AUS,Australia,2038,Capital stock,9280505.253155544
01_AUS,Australia,2039,Capital stock,9409559.580503253
01_AUS,Australia,2040,Capital stock,9540482.339157563
01_AUS,Australia,2041,Capital stock,9673228.331902005
01_AUS,Australia,2042,Capital stock,9807855.357585948
01_AUS,Australia,2043,Capital stock,9944418.60778947
01_AUS,Australia,2044,Capital stock,10082966.522412986
01_AUS,Australia,2045,Capital stock,10223487.161446463
01_AUS,Australia,2046,Capital stock,10365993.164005158
01_AUS,Australia,2047,Capital stock,10510536.888134358
01_AUS,Australia,2048,Capital stock,10657197.625279672
01_AUS,Australia,2049,Capital stock,10805862.107935745
01_AUS,Australia,2050,Capital stock,10956681.257324014
01_AUS,Australia,2051,Capital stock,11109549.810359787
01_AUS,Australia,2052,Capital stock,11264493.605703691
01_AUS,Australia,2053,Capital stock,11421516.40397322
01_AUS,Australia,2054,Capital stock,11580586.462671887
01_AUS,Australia,2055,Capital stock,11741733.023116076
01_AUS,Australia,2056,Capital stock,11905018.063191867
01_AUS,Australia,2057,Capital stock,12070480.393089438
01_AUS,Australia,2058,Capital stock,12238081.396849457
