economy_code,economy,year,variable,value
12_NZ,New Zealand,1990,Population,3345.088
12_NZ,New Zealand,1991,Population,3448.869
12_NZ,New Zealand,1992,Population,3512.982
12_NZ,New Zealand,1993,Population,3551.507
12_NZ,New Zealand,1994,Population,3595.712
12_NZ,New Zealand,1995,Population,3646.349
12_NZ,New Zealand,1996,Population,3702.508
12_NZ,New Zealand,1997,Population,3756.249
12_NZ,New Zealand,1998,Population,3797.651
12_NZ,New Zealand,1999,Population,3825.091
12_NZ,New Zealand,2000,Population,3846.018
12_NZ,New Zealand,2001,Population,3869.13
12_NZ,New Zealand,2002,Population,3914.395
12_NZ,New Zealand,2003,Population,3987.842
12_NZ,New Zealand,2004,Population,4057.331
12_NZ,New Zealand,2005,Population,4110.49
12_NZ,New Zealand,2006,Population,4159.523
12_NZ,New Zealand,2007,Population,4204.357
12_NZ,New Zealand,2008,Population,4242.174
12_NZ,New Zealand,2009,Population,4281.474
12_NZ,New Zealand,2010,Population,4327.134
12_NZ,New Zealand,2011,Population,4368.407
12_NZ,New Zealand,2012,Population,4396.994
12_NZ,New Zealand,2013,Population,4426.359
12_NZ,New Zealand,2014,Population,4481.343
12_NZ,New Zealand,2015,Population,4564.623
12_NZ,New Zealand,2016,Population,4663.435
12_NZ,New Zealand,2017,Population,4766.105
12_NZ,New Zealand,2018,Population,4859.398
12_NZ,New Zealand,2019,Population,4942.296
12_NZ,New Zealand,2020,Population,5036.509
12_NZ,New Zealand,2021,Population,5103.281
12_NZ,New Zealand,2022,Population,5112.112
12_NZ,New Zealand,2023,Population,5151.357
12_NZ,New Zealand,2024,Population,5194.315
12_NZ,New Zealand,2025,Population,5224.693
12_NZ,New Zealand,2026,Population,5252.497
12_NZ,New Zealand,2027,Population,5278.198
12_NZ,New Zealand,2028,Population,5301.706
12_NZ,New Zealand,2029,Population,5322.627
12_NZ,New Zealand,2030,Population,5336.631
12_NZ,New Zealand,2031,Population,5348.418
12_NZ,New Zealand,2032,Population,5359.297
12_NZ,New Zealand,2033,Population,5368.164
12_NZ,New Zealand,2034,Population,5376.837
12_NZ,New Zealand,2035,Population,5380.112
12_NZ,New Zealand,2036,Population,5383.478
12_NZ,New Zealand,2037,Population,5385.95
12_NZ,New Zealand,2038,Population,5387.926
12_NZ,New Zealand,2039,Population,5390.171
12_NZ,New Zealand,2040,Population,5391.133
12_NZ,New Zealand,2041,Population,5391.559
12_NZ,New Zealand,2042,Population,5392.797
12_NZ,New Zealand,2043,Population,5392.78
12_NZ,New Zealand,2044,Population,5390.994
12_NZ,New Zealand,2045,Population,5387.795
12_NZ,New Zealand,2046,Population,5383.745
12_NZ,New Zealand,2047,Population,5377.796
12_NZ,New Zealand,2048,Population,5370.8
