economy_code,economy,year,value,scenario
11_MEX,Mexico,2078,145076.008,Medium
11_MEX,Mexico,2079,144582.033,Medium
11_MEX,Mexico,2080,144066.499,Medium
11_MEX,Mexico,2081,143530.164,Medium
11_MEX,Mexico,2082,142973.451,Medium
11_MEX,Mexico,2083,142405.279,Medium
11_MEX,Mexico,2084,141814.546,Medium
11_MEX,Mexico,2085,141206.671,Medium
11_MEX,Mexico,2086,140578.213,Medium
11_MEX,Mexico,2087,139937.043,Medium
11_MEX,Mexico,2088,139284.252,Medium
11_MEX,Mexico,2089,138621.003,Medium
11_MEX,Mexico,2090,137942.217,Medium
11_MEX,Mexico,2091,137251.932,Medium
11_MEX,Mexico,2092,136548.573,Medium
11_MEX,Mexico,2093,135839.17,Medium
11_MEX,Mexico,2094,135114.098,Medium
11_MEX,Mexico,2095,134379.347,Medium
11_MEX,Mexico,2096,133637.502,Medium
11_MEX,Mexico,2097,132891.448,Medium
11_MEX,Mexico,2098,132139.994,Medium
11_MEX,Mexico,2099,131386.105,Medium
11_MEX,Mexico,2100,130628.673,Medium
12_NZ,New Zealand,1990,3345.088,Medium
12_NZ,New Zealand,1991,3448.869,Medium
12_NZ,New Zealand,1992,3512.982,Medium
12_NZ,New Zealand,1993,3551.507,Medium
12_NZ,New Zealand,1994,3595.712,Medium
12_NZ,New Zealand,1995,3646.349,Medium
12_NZ,New Zealand,1996,3702.508,Medium
12_NZ,New Zealand,1997,3756.249,Medium
12_NZ,New Zealand,1998,3797.651,Medium
12_NZ,New Zealand,1999,3825.091,Medium
12_NZ,New Zealand,2000,3846.018,Medium
12_NZ,New Zealand,2001,3869.13,Medium
12_NZ,New Zealand,2002,3914.395,Medium
12_NZ,New Zealand,2003,3987.842,Medium
12_NZ,New Zealand,2004,4057.331,Medium
12_NZ,New Zealand,2005,4110.49,Medium
12_NZ,New Zealand,2006,4159.523,Medium
12_NZ,New Zealand,2007,4204.357,Medium
12_NZ,New Zealand,2008,4242.174,Medium
12_NZ,New Zealand,2009,4281.474,Medium
12_NZ,New Zealand,2010,4327.134,Medium
12_NZ,New Zealand,2011,4368.407,Medium
12_NZ,New Zealand,2012,4396.994,Medium
12_NZ,New Zealand,2013,4426.359,Medium
12_NZ,New Zealand,2014,4481.343,Medium
12_NZ,New Zealand,2015,4564.623,Medium
12_NZ,New Zealand,2016,4663.435,Medium
12_NZ,New Zealand,2017,4766.105,Medium
12_NZ,New Zealand,2018,4859.398,Medium
12_NZ,New Zealand,2019,4942.296,Medium
12_NZ,New Zealand,2020,5036.509,Medium
12_NZ,New Zealand,2021,5103.281,Medium
12_NZ,New Zealand,2022,5112.112,Medium
12_NZ,New Zealand,2023,5151.357,Medium
12_NZ,New Zealand,2024,5194.315,Medium
12_NZ,New Zealand,2025,5233.573,Medium
12_NZ,New Zealand,2026,5270.225,Medium
12_NZ,New Zealand,2027,5304.733,Medium
12_NZ,New Zealand,2028,5337.008,Medium
12_NZ,New Zealand,2029,5366.65,Medium
12_NZ,New Zealand,2030,5394.543,Medium
12_NZ,New Zealand,2031,5420.155,Medium
12_NZ,New Zealand,2032,5444.81,Medium
12_NZ,New Zealand,2033,5467.423,Medium
12_NZ,New Zealand,2034,5489.829,Medium
12_NZ,New Zealand,2035,5510.302,Medium
12_NZ,New Zealand,2036,5530.903,Medium
12_NZ,New Zealand,2037,5550.675,Medium
12_NZ,New Zealand,2038,5570.034,Medium
12_NZ,New Zealand,2039,5589.74,Medium
12_NZ,New Zealand,2040,5608.263,Medium
12_NZ,New Zealand,2041,5626.318,Medium
12_NZ,New Zealand,2042,5645.254,Medium
12_NZ,New Zealand,2043,5662.987,Medium
12_NZ,New Zealand,2044,5679.004,Medium
12_NZ,New Zealand,2045,5693.643,Medium
12_NZ,New Zealand,2046,5707.47,Medium
12_NZ,New Zealand,2047,5719.43,Medium
12_NZ,New Zealand,2048,5730.377,Medium
12_NZ,New Zealand,2049,5741.17,Medium
12_NZ,New Zealand,2050,5749.747,Medium
12_NZ,New Zealand,2051,5760.828,Medium
12_NZ,New Zealand,2052,5772.603,Medium
12_NZ,New Zealand,2053,5781.163,Medium
12_NZ,New Zealand,2054,5790.908,Medium
12_NZ,New Zealand,2055,5800.296,Medium
12_NZ,New Zealand,2056,5809.074,Medium
12_NZ,New Zealand,2057,5815.495,Medium
12_NZ,New Zealand,2058,5821.382,Medium
12_NZ,New Zealand,2059,5826.893,Medium
12_NZ,New Zealand,2060,5831.479,Medium
12_NZ,New Zealand,2061,5834.924,Medium
12_NZ,New Zealand,2062,5836.139,Medium
12_NZ,New Zealand,2063,5840.14,Medium
12_NZ,New Zealand,2064,5842.046,Medium
12_NZ,New Zealand,2065,5845.511,Medium
12_NZ,New Zealand,2066,5849.599,Medium
12_NZ,New Zealand,2067,5853.429,Medium
12_NZ,New Zealand,2068,5855.865,Medium
12_NZ,New Zealand,2069,5857.47,Medium
12_NZ,New Zealand,2070,5858.707,Medium
12_NZ,New Zealand,2071,5859.377,Medium
12_NZ,New Zealand,2072,5859.431,Medium
12_NZ,New Zealand,2073,5863.32,Medium
12_NZ,New Zealand,2074,5864.624,Medium
12_NZ,New Zealand,2075,5865.755,Medium
12_NZ,New Zealand,2076,5866.149,Medium
12_NZ,New Zealand,2077,5866.56,Medium
12_NZ,New Zealand,2078,5867.664,Medium
12_NZ,New Zealand,2079,5867.077,Medium
12_NZ,New Zealand,2080,5865.85,Medium
12_NZ,New Zealand,2081,5863.325,Medium
12_NZ,New Zealand,2082,5861.784,Medium
12_NZ,New Zealand,2083,5858.513,Medium
12_NZ,New Zealand,2084,5854.094,Medium
12_NZ,New Zealand,2085,5850.322,Medium
12_NZ,New Zealand,2086,5846.854,Medium
12_NZ,New Zealand,2087,5843.751,Medium
12_NZ,New Zealand,2088,5840.852,Medium
12_NZ,New Zealand,2089,5840.101,Medium
12_NZ,New Zealand,2090,5837.037,Medium
12_NZ,New Zealand,2091,5835.969,Medium
12_NZ,New Zealand,2092,5834.417,Medium
12_NZ,New Zealand,2093,5834.141,Medium
12_NZ,New Zealand,2094,5831.566,Medium
12_NZ,New Zealand,2095,5830.254,Medium
12_NZ,New Zealand,2096,5828.348,Medium
12_NZ,New Zealand,2097,5825.751,Medium
12_NZ,New Zealand,2098,5822.748,Medium
12_NZ,New Zealand,2099,5818.745,Medium
12_NZ,New Zealand,2100,5814.526,Medium
13_PNG,Papua New Guinea,1990,3840.265,Medium
13_PNG,Papua New Guinea,1991,3952.696,Medium
13_PNG,Papua New Guinea,1992,4090.978,Medium
13_PNG,Papua New Guinea,1993,4242.421,Medium
13_PNG,Papua New Guinea,1994,4399.322,Medium
13_PNG,Papua New Guinea,1995,4561.095,Medium
13_PNG,Papua New Guinea,1996,4727.461,Medium
13_PNG,Papua New Guinea,1997,4899.262,Medium
13_PNG,Papua New Guinea,1998,5076.505,Medium
13_PNG,Papua New Guinea,1999,5256.274,Medium
13_PNG,Papua New Guinea,2000,5442.391,Medium
13_PNG,Papua New Guinea,2001,5631.736,Medium
13_PNG,Papua New Guinea,2002,5825.135,Medium
13_PNG,Papua New Guinea,2003,6022.872,Medium
13_PNG,Papua New Guinea,2004,6225.122,Medium
13_PNG,Papua New Guinea,2005,6430.96,Medium
13_PNG,Papua New Guinea,2006,6640.85,Medium
13_PNG,Papua New Guinea,2007,6854.59,Medium
13_PNG,Papua New Guinea,2008,7072.099,Medium
13_PNG,Papua New Guinea,2009,7293.904,Medium
13_PNG,Papua New Guinea,2010,7518.972,Medium
13_PNG,Papua New Guinea,2011,7748.074,Medium
13_PNG,Papua New Guinea,2012,7970.618,Medium
13_PNG,Papua New Guinea,2013,8192.162,Medium
13_PNG,Papua New Guinea,2014,8413.233,Medium
13_PNG,Papua New Guinea,2015,8633.649,Medium
13_PNG,Papua New Guinea,2016,8852.843,Medium
13_PNG,Papua New Guinea,2017,9070.592,Medium
13_PNG,Papua New Guinea,2018,9286.836,Medium
13_PNG,Papua New Guinea,2019,9502.191,Medium
13_PNG,Papua New Guinea,2020,9715.829,Medium
13_PNG,Papua New Guinea,2021,9915.662,Medium
13_PNG,Papua New Guinea,2022,10110.13,Medium
13_PNG,Papua New Guinea,2023,10296.209,Medium
13_PNG,Papua New Guinea,2024,10483.061,Medium
13_PNG,Papua New Guinea,2025,10669.942,Medium
13_PNG,Papua New Guinea,2026,10855.692,Medium
13_PNG,Papua New Guinea,2027,11040.004,Medium
13_PNG,Papua New Guinea,2028,11222.541,Medium
13_PNG,Papua New Guinea,2029,11403.247,Medium
13_PNG,Papua New Guinea,2030,11582.36,Medium
13_PNG,Papua New Guinea,2031,11760.489,Medium
13_PNG,Papua New Guinea,2032,11935.954,Medium
13_PNG,Papua New Guinea,2033,12110.301,Medium
13_PNG,Papua New Guinea,2034,12282.992,Medium
13_PNG,Papua New Guinea,2035,12455.521,Medium
13_PNG,Papua New Guinea,2036,12625.684,Medium
13_PNG,Papua New Guinea,2037,12795.681,Medium
13_PNG,Papua New Guinea,2038,12963.799,Medium
13_PNG,Papua New Guinea,2039,13130.448,Medium
13_PNG,Papua New Guinea,2040,13294.892,Medium
13_PNG,Papua New Guinea,2041,13457.429,Medium
13_PNG,Papua New Guinea,2042,13617.312,Medium
13_PNG,Papua New Guinea,2043,13774.982,Medium
13_PNG,Papua New Guinea,2044,13931.855,Medium
13_PNG,Papua New Guinea,2045,14088.012,Medium
13_PNG,Papua New Guinea,2046,14243.164,Medium
13_PNG,Papua New Guinea,2047,14394.62,Medium
13_PNG,Papua New Guinea,2048,14543.823,Medium
13_PNG,Papua New Guinea,2049,14690.918,Medium
13_PNG,Papua New Guinea,2050,14836.287,Medium
13_PNG,Papua New Guinea,2051,14976.893,Medium
13_PNG,Papua New Guinea,2052,15115.979,Medium
13_PNG,Papua New Guinea,2053,15253.284,Medium
13_PNG,Papua New Guinea,2054,15386.0,Medium
13_PNG,Papua New Guinea,2055,15518.22,Medium
13_PNG,Papua New Guinea,2056,15645.067,Medium
13_PNG,Papua New Guinea,2057,15769.091,Medium
13_PNG,Papua New Guinea,2058,15891.039,Medium
13_PNG,Papua New Guinea,2059,16009.91,Medium
13_PNG,Papua New Guinea,2060,16126.789,Medium
13_PNG,Papua New Guinea,2061,16242.131,Medium
13_PNG,Papua New Guinea,2062,16351.543,Medium
13_PNG,Papua New Guinea,2063,16457.601,Medium
13_PNG,Papua New Guinea,2064,16561.052,Medium
13_PNG,Papua New Guinea,2065,16664.408,Medium
13_PNG,Papua New Guinea,2066,16765.992,Medium
13_PNG,Papua New Guinea,2067,16864.766,Medium
13_PNG,Papua New Guinea,2068,16960.972,Medium
13_PNG,Papua New Guinea,2069,17053.497,Medium
13_PNG,Papua New Guinea,2070,17142.307,Medium
13_PNG,Papua New Guinea,2071,17228.036,Medium
13_PNG,Papua New Guinea,2072,17312.336,Medium
13_PNG,Papua New Guinea,2073,17393.095,Medium
13_PNG,Papua New Guinea,2074,17469.331,Medium
13_PNG,Papua New Guinea,2075,17543.058,Medium
13_PNG,Papua New Guinea,2076,17614.782,Medium
13_PNG,Papua New Guinea,2077,17683.162,Medium
13_PNG,Papua New Guinea,2078,17750.451,Medium
13_PNG,Papua New Guinea,2079,17816.967,Medium
13_PNG,Papua New Guinea,2080,17879.638,Medium
13_PNG,Papua New Guinea,2081,17944.338,Medium
13_PNG,Papua New Guinea,2082,18002.71,Medium
13_PNG,Papua New Guinea,2083,18057.751,Medium
13_PNG,Papua New Guinea,2084,18112.944,Medium
13_PNG,Papua New Guinea,2085,18163.739,Medium
13_PNG,Papua New Guinea,2086,18213.695,Medium
13_PNG,Papua New Guinea,2087,18261.603,Medium
13_PNG,Papua New Guinea,2088,18305.66,Medium
13_PNG,Papua New Guinea,2089,18346.928,Medium
13_PNG,Papua New Guinea,2090,18385.621,Medium
13_PNG,Papua New Guinea,2091,18425.763,Medium
13_PNG,Papua New Guinea,2092,18461.218,Medium
13_PNG,Papua New Guinea,2093,18493.392,Medium
13_PNG,Papua New Guinea,2094,18522.16,Medium
13_PNG,Papua New Guinea,2095,18548.884,Medium
13_PNG,Papua New Guinea,2096,18572.164,Medium
13_PNG,Papua New Guinea,2097,18593.167,Medium
13_PNG,Papua New Guinea,2098,18610.381,Medium
13_PNG,Papua New Guinea,2099,18624.035,Medium
13_PNG,Papua New Guinea,2100,18636.026,Medium
14_PE,Peru,1990,21771.879,Medium
14_PE,Peru,1991,22257.664,Medium
14_PE,Peru,1992,22709.886,Medium
14_PE,Peru,1993,23182.795,Medium
14_PE,Peru,1994,23644.771,Medium
14_PE,Peru,1995,24118.215,Medium
14_PE,Peru,1996,24579.623,Medium
14_PE,Peru,1997,25042.719,Medium
14_PE,Peru,1998,25505.576,Medium
14_PE,Peru,1999,25970.615,Medium
14_PE,Peru,2000,26402.394,Medium
14_PE,Peru,2001,26794.268,Medium
14_PE,Peru,2002,27134.933,Medium
14_PE,Peru,2003,27441.502,Medium
14_PE,Peru,2004,27719.479,Medium
14_PE,Peru,2005,27984.901,Medium
14_PE,Peru,2006,28217.46,Medium
14_PE,Peru,2007,28431.522,Medium
14_PE,Peru,2008,28629.876,Medium
14_PE,Peru,2009,28808.206,Medium
14_PE,Peru,2010,28985.416,Medium
14_PE,Peru,2011,29186.623,Medium
14_PE,Peru,2012,29421.548,Medium
14_PE,Peru,2013,29679.184,Medium
14_PE,Peru,2014,29956.654,Medium
14_PE,Peru,2015,30274.998,Medium
14_PE,Peru,2016,30640.202,Medium
14_PE,Peru,2017,31092.785,Medium
14_PE,Peru,2018,31556.488,Medium
14_PE,Peru,2019,32238.679,Medium
14_PE,Peru,2020,32659.927,Medium
14_PE,Peru,2021,33017.232,Medium
14_PE,Peru,2022,33294.532,Medium
14_PE,Peru,2023,33656.344,Medium
14_PE,Peru,2024,34034.89,Medium
14_PE,Peru,2025,34400.805,Medium
14_PE,Peru,2026,34752.525,Medium
14_PE,Peru,2027,35091.771,Medium
14_PE,Peru,2028,35419.598,Medium
14_PE,Peru,2029,35736.978,Medium
14_PE,Peru,2030,36044.439,Medium
14_PE,Peru,2031,36343.321,Medium
14_PE,Peru,2032,36633.561,Medium
14_PE,Peru,2033,36916.329,Medium
14_PE,Peru,2034,37192.423,Medium
14_PE,Peru,2035,37461.189,Medium
14_PE,Peru,2036,37721.662,Medium
14_PE,Peru,2037,37974.653,Medium
14_PE,Peru,2038,38219.142,Medium
14_PE,Peru,2039,38455.522,Medium
14_PE,Peru,2040,38684.26,Medium
14_PE,Peru,2041,38905.037,Medium
14_PE,Peru,2042,39118.049,Medium
14_PE,Peru,2043,39322.71,Medium
14_PE,Peru,2044,39518.591,Medium
14_PE,Peru,2045,39707.109,Medium
14_PE,Peru,2046,39886.338,Medium
14_PE,Peru,2047,40057.1,Medium
14_PE,Peru,2048,40218.657,Medium
14_PE,Peru,2049,40371.054,Medium
14_PE,Peru,2050,40515.509,Medium
14_PE,Peru,2051,40652.243,Medium
14_PE,Peru,2052,40780.479,Medium
14_PE,Peru,2053,40900.612,Medium
14_PE,Peru,2054,41013.402,Medium
14_PE,Peru,2055,41117.418,Medium
14_PE,Peru,2056,41213.229,Medium
14_PE,Peru,2057,41300.002,Medium
14_PE,Peru,2058,41378.649,Medium
14_PE,Peru,2059,41448.035,Medium
14_PE,Peru,2060,41509.028,Medium
14_PE,Peru,2061,41561.944,Medium
14_PE,Peru,2062,41606.437,Medium
14_PE,Peru,2063,41642.159,Medium
14_PE,Peru,2064,41669.672,Medium
14_PE,Peru,2065,41688.239,Medium
14_PE,Peru,2066,41698.944,Medium
14_PE,Peru,2067,41701.547,Medium
14_PE,Peru,2068,41696.094,Medium
14_PE,Peru,2069,41682.298,Medium
14_PE,Peru,2070,41660.05,Medium
14_PE,Peru,2071,41629.72,Medium
14_PE,Peru,2072,41592.091,Medium
14_PE,Peru,2073,41546.886,Medium
14_PE,Peru,2074,41494.369,Medium
14_PE,Peru,2075,41433.994,Medium
14_PE,Peru,2076,41366.694,Medium
14_PE,Peru,2077,41292.421,Medium
14_PE,Peru,2078,41211.761,Medium
14_PE,Peru,2079,41124.613,Medium
14_PE,Peru,2080,41031.451,Medium
14_PE,Peru,2081,40931.498,Medium
14_PE,Peru,2082,40826.095,Medium
14_PE,Peru,2083,40714.964,Medium
14_PE,Peru,2084,40599.459,Medium
14_PE,Peru,2085,40478.34,Medium
14_PE,Peru,2086,40352.501,Medium
14_PE,Peru,2087,40222.425,Medium
14_PE,Peru,2088,40087.808,Medium
14_PE,Peru,2089,39949.476,Medium
14_PE,Peru,2090,39808.664,Medium
14_PE,Peru,2091,39664.269,Medium
14_PE,Peru,2092,39516.882,Medium
14_PE,Peru,2093,39366.675,Medium
14_PE,Peru,2094,39212.688,Medium
14_PE,Peru,2095,39057.827,Medium
14_PE,Peru,2096,38899.74,Medium
14_PE,Peru,2097,38739.47,Medium
14_PE,Peru,2098,38577.056,Medium
14_PE,Peru,2099,38413.115,Medium
14_PE,Peru,2100,38246.909,Medium
15_PHL,Philippines,1990,62011.501,Medium
15_PHL,Philippines,1991,63697.832,Medium
15_PHL,Philippines,1992,65066.665,Medium
15_PHL,Philippines,1993,66785.586,Medium
15_PHL,Philippines,1994,68275.657,Medium
15_PHL,Philippines,1995,69762.925,Medium
15_PHL,Philippines,1996,71329.566,Medium
15_PHL,Philippines,1997,73050.919,Medium
15_PHL,Philippines,1998,74766.701,Medium
15_PHL,Philippines,1999,76815.347,Medium
15_PHL,Philippines,2000,78691.166,Medium
15_PHL,Philippines,2001,80559.628,Medium
15_PHL,Philippines,2002,82243.348,Medium
15_PHL,Philippines,2003,83894.429,Medium
15_PHL,Philippines,2004,85569.241,Medium
15_PHL,Philippines,2005,87219.768,Medium
15_PHL,Philippines,2006,88812.155,Medium
15_PHL,Philippines,2007,90205.817,Medium
15_PHL,Philippines,2008,91944.551,Medium
15_PHL,Philippines,2009,93453.638,Medium
15_PHL,Philippines,2010,95314.862,Medium
15_PHL,Philippines,2011,97359.388,Medium
15_PHL,Philippines,2012,99137.841,Medium
15_PHL,Philippines,2013,101213.184,Medium
15_PHL,Philippines,2014,102939.488,Medium
15_PHL,Philippines,2015,104594.772,Medium
15_PHL,Philippines,2016,106031.211,Medium
15_PHL,Philippines,2017,107440.227,Medium
15_PHL,Philippines,2018,108799.16,Medium
15_PHL,Philippines,2019,110131.413,Medium
15_PHL,Philippines,2020,111477.954,Medium
15_PHL,Philippines,2021,112684.574,Medium
15_PHL,Philippines,2022,113517.326,Medium
15_PHL,Philippines,2023,114411.351,Medium
15_PHL,Philippines,2024,115371.047,Medium
15_PHL,Philippines,2025,116316.292,Medium
15_PHL,Philippines,2026,117257.633,Medium
15_PHL,Philippines,2027,118191.31,Medium
15_PHL,Philippines,2028,119121.517,Medium
15_PHL,Philippines,2029,120046.446,Medium
15_PHL,Philippines,2030,120957.813,Medium
15_PHL,Philippines,2031,121859.977,Medium
15_PHL,Philippines,2032,122743.217,Medium
15_PHL,Philippines,2033,123617.444,Medium
15_PHL,Philippines,2034,124480.613,Medium
15_PHL,Philippines,2035,125327.615,Medium
15_PHL,Philippines,2036,126154.328,Medium
15_PHL,Philippines,2037,126962.124,Medium
15_PHL,Philippines,2038,127743.069,Medium
15_PHL,Philippines,2039,128493.985,Medium
15_PHL,Philippines,2040,129206.096,Medium
15_PHL,Philippines,2041,129887.223,Medium
15_PHL,Philippines,2042,130532.38,Medium
15_PHL,Philippines,2043,131141.613,Medium
15_PHL,Philippines,2044,131713.173,Medium
15_PHL,Philippines,2045,132246.154,Medium
15_PHL,Philippines,2046,132737.909,Medium
15_PHL,Philippines,2047,133186.092,Medium
15_PHL,Philippines,2048,133584.481,Medium
15_PHL,Philippines,2049,133934.38,Medium
15_PHL,Philippines,2050,134243.619,Medium
15_PHL,Philippines,2051,134503.259,Medium
15_PHL,Philippines,2052,134721.963,Medium
15_PHL,Philippines,2053,134888.149,Medium
15_PHL,Philippines,2054,135017.688,Medium
15_PHL,Philippines,2055,135111.758,Medium
15_PHL,Philippines,2056,135166.503,Medium
15_PHL,Philippines,2057,135182.289,Medium
15_PHL,Philippines,2058,135176.407,Medium
15_PHL,Philippines,2059,135144.45,Medium
15_PHL,Philippines,2060,135077.733,Medium
15_PHL,Philippines,2061,134986.784,Medium
15_PHL,Philippines,2062,134872.545,Medium
15_PHL,Philippines,2063,134733.661,Medium
15_PHL,Philippines,2064,134577.13,Medium
15_PHL,Philippines,2065,134399.228,Medium
15_PHL,Philippines,2066,134195.107,Medium
15_PHL,Philippines,2067,133979.749,Medium
15_PHL,Philippines,2068,133735.808,Medium
15_PHL,Philippines,2069,133473.865,Medium
15_PHL,Philippines,2070,133187.801,Medium
15_PHL,Philippines,2071,132875.585,Medium
15_PHL,Philippines,2072,132541.872,Medium
15_PHL,Philippines,2073,132177.702,Medium
15_PHL,Philippines,2074,131788.59,Medium
15_PHL,Philippines,2075,131368.202,Medium
15_PHL,Philippines,2076,130925.904,Medium
15_PHL,Philippines,2077,130453.889,Medium
15_PHL,Philippines,2078,129944.348,Medium
15_PHL,Philippines,2079,129414.119,Medium
15_PHL,Philippines,2080,128863.335,Medium
15_PHL,Philippines,2081,128280.8,Medium
15_PHL,Philippines,2082,127679.541,Medium
15_PHL,Philippines,2083,127052.531,Medium
15_PHL,Philippines,2084,126407.399,Medium
15_PHL,Philippines,2085,125737.983,Medium
15_PHL,Philippines,2086,125046.218,Medium
15_PHL,Philippines,2087,124340.012,Medium
15_PHL,Philippines,2088,123622.113,Medium
15_PHL,Philippines,2089,122894.558,Medium
15_PHL,Philippines,2090,122157.892,Medium
15_PHL,Philippines,2091,121413.621,Medium
15_PHL,Philippines,2092,120659.219,Medium
15_PHL,Philippines,2093,119902.939,Medium
15_PHL,Philippines,2094,119144.703,Medium
15_PHL,Philippines,2095,118387.691,Medium
15_PHL,Philippines,2096,117624.456,Medium
15_PHL,Philippines,2097,116861.009,Medium
15_PHL,Philippines,2098,116104.017,Medium
15_PHL,Philippines,2099,115349.551,Medium
15_PHL,Philippines,2100,114596.066,Medium
16_RUS,Russia,1990,148642.381,Medium
16_RUS,Russia,1991,149316.7,Medium
16_RUS,Russia,1992,149580.166,Medium
16_RUS,Russia,1993,148251.816,Medium
16_RUS,Russia,1994,148019.032,Medium
16_RUS,Russia,1995,148382.441,Medium
16_RUS,Russia,1996,148200.365,Medium
16_RUS,Russia,1997,147968.8,Medium
16_RUS,Russia,1998,147738.741,Medium
16_RUS,Russia,1999,147532.321,Medium
16_RUS,Russia,2000,146951.628,Medium
16_RUS,Russia,2001,146483.937,Medium
16_RUS,Russia,2002,145750.631,Medium
16_RUS,Russia,2003,146128.369,Medium
16_RUS,Russia,2004,145460.09,Medium
16_RUS,Russia,2005,144900.103,Medium
16_RUS,Russia,2006,144295.666,Medium
16_RUS,Russia,2007,143910.23,Medium
16_RUS,Russia,2008,143809.297,Medium
16_RUS,Russia,2009,143814.384,Medium
16_RUS,Russia,2010,143923.88,Medium
16_RUS,Russia,2011,143945.051,Medium
16_RUS,Russia,2012,144142.446,Medium
16_RUS,Russia,2013,144439.612,Medium
16_RUS,Russia,2014,144768.583,Medium
16_RUS,Russia,2015,145082.693,Medium
16_RUS,Russia,2016,145532.538,Medium
16_RUS,Russia,2017,146024.816,Medium
16_RUS,Russia,2018,146348.782,Medium
16_RUS,Russia,2019,146511.509,Medium
16_RUS,Russia,2020,146554.625,Medium
16_RUS,Russia,2021,146187.972,Medium
16_RUS,Russia,2022,145484.378,Medium
16_RUS,Russia,2023,145675.42,Medium
16_RUS,Russia,2024,145205.581,Medium
16_RUS,Russia,2025,144435.265,Medium
16_RUS,Russia,2026,143559.521,Medium
16_RUS,Russia,2027,143229.395,Medium
16_RUS,Russia,2028,142858.854,Medium
16_RUS,Russia,2029,142480.73,Medium
16_RUS,Russia,2030,142089.382,Medium
16_RUS,Russia,2031,141689.437,Medium
16_RUS,Russia,2032,141261.464,Medium
16_RUS,Russia,2033,140859.287,Medium
16_RUS,Russia,2034,140469.898,Medium
16_RUS,Russia,2035,140091.664,Medium
16_RUS,Russia,2036,139727.619,Medium
16_RUS,Russia,2037,139375.42,Medium
16_RUS,Russia,2038,139034.326,Medium
16_RUS,Russia,2039,138719.274,Medium
16_RUS,Russia,2040,138415.363,Medium
16_RUS,Russia,2041,138148.299,Medium
16_RUS,Russia,2042,137895.225,Medium
16_RUS,Russia,2043,137670.254,Medium
16_RUS,Russia,2044,137445.556,Medium
16_RUS,Russia,2045,137244.454,Medium
16_RUS,Russia,2046,137059.959,Medium
16_RUS,Russia,2047,136887.457,Medium
16_RUS,Russia,2048,136691.348,Medium
16_RUS,Russia,2049,136480.604,Medium
16_RUS,Russia,2050,136256.184,Medium
16_RUS,Russia,2051,136009.366,Medium
16_RUS,Russia,2052,135743.012,Medium
16_RUS,Russia,2053,135473.935,Medium
16_RUS,Russia,2054,135151.042,Medium
16_RUS,Russia,2055,134823.641,Medium
16_RUS,Russia,2056,134473.677,Medium
16_RUS,Russia,2057,134129.15,Medium
16_RUS,Russia,2058,133787.487,Medium
16_RUS,Russia,2059,133420.512,Medium
16_RUS,Russia,2060,133058.697,Medium
16_RUS,Russia,2061,132728.241,Medium
16_RUS,Russia,2062,132375.686,Medium
16_RUS,Russia,2063,132042.291,Medium
16_RUS,Russia,2064,131693.254,Medium
16_RUS,Russia,2065,131354.269,Medium
16_RUS,Russia,2066,131020.402,Medium
16_RUS,Russia,2067,130708.309,Medium
16_RUS,Russia,2068,130421.764,Medium
16_RUS,Russia,2069,130140.496,Medium
16_RUS,Russia,2070,129848.908,Medium
16_RUS,Russia,2071,129572.75,Medium
16_RUS,Russia,2072,129291.142,Medium
16_RUS,Russia,2073,129062.736,Medium
16_RUS,Russia,2074,128845.523,Medium
16_RUS,Russia,2075,128646.391,Medium
16_RUS,Russia,2076,128461.727,Medium
16_RUS,Russia,2077,128308.149,Medium
16_RUS,Russia,2078,128149.963,Medium
16_RUS,Russia,2079,128008.43,Medium
16_RUS,Russia,2080,127886.854,Medium
16_RUS,Russia,2081,127788.984,Medium
16_RUS,Russia,2082,127704.616,Medium
16_RUS,Russia,2083,127620.32,Medium
16_RUS,Russia,2084,127544.819,Medium
16_RUS,Russia,2085,127469.45,Medium
16_RUS,Russia,2086,127392.688,Medium
16_RUS,Russia,2087,127323.978,Medium
16_RUS,Russia,2088,127275.427,Medium
16_RUS,Russia,2089,127224.746,Medium
16_RUS,Russia,2090,127172.007,Medium
16_RUS,Russia,2091,127116.212,Medium
16_RUS,Russia,2092,127067.167,Medium
16_RUS,Russia,2093,126991.668,Medium
16_RUS,Russia,2094,126935.766,Medium
16_RUS,Russia,2095,126882.789,Medium
16_RUS,Russia,2096,126814.17,Medium
16_RUS,Russia,2097,126723.362,Medium
16_RUS,Russia,2098,126644.367,Medium
16_RUS,Russia,2099,126543.015,Medium
16_RUS,Russia,2100,126439.051,Medium
17_SGP,Singapore,1990,2988.681,Medium
17_SGP,Singapore,1991,3090.501,Medium
17_SGP,Singapore,1992,3182.081,Medium
17_SGP,Singapore,1993,3270.848,Medium
17_SGP,Singapore,1994,3364.936,Medium
17_SGP,Singapore,1995,3470.698,Medium
17_SGP,Singapore,1996,3596.551,Medium
17_SGP,Singapore,1997,3732.569,Medium
17_SGP,Singapore,1998,3860.676,Medium
17_SGP,Singapore,1999,3942.159,Medium
17_SGP,Singapore,2000,3990.955,Medium
17_SGP,Singapore,2001,4079.535,Medium
17_SGP,Singapore,2002,4152.797,Medium
17_SGP,Singapore,2003,4140.988,Medium
17_SGP,Singapore,2004,4135.502,Medium
17_SGP,Singapore,2005,4210.033,Medium
17_SGP,Singapore,2006,4326.694,Medium
17_SGP,Singapore,2007,4487.422,Medium
17_SGP,Singapore,2008,4705.608,Medium
17_SGP,Singapore,2009,4907.874,Medium
