economy_code,economy,year,value,scenario
01_AUS,Australia,1990,17004.135,Low
01_AUS,Australia,1991,17248.461,Low
01_AUS,Australia,1992,17457.924,Low
01_AUS,Australia,1993,17640.653,Low
01_AUS,Australia,1994,17805.169,Low
01_AUS,Australia,1995,17989.698,Low
01_AUS,Australia,1996,18200.991,Low
01_AUS,Australia,1997,18409.624,Low
01_AUS,Australia,1998,18600.201,Low
01_AUS,Australia,1999,18803.233,Low
01_AUS,Australia,2000,19016.729,Low
01_AUS,Australia,2001,19248.213,Low
01_AUS,Australia,2002,19482.653,Low
01_AUS,Australia,2003,19708.057,Low
01_AUS,Australia,2004,19930.852,Low
01_AUS,Australia,2005,20162.502,Low
01_AUS,Australia,2006,20426.478,Low
01_AUS,Australia,2007,20754.641,Low
01_AUS,Australia,2008,21154.456,Low
01_AUS,Australia,2009,21586.721,Low
01_AUS,Australia,2010,21979.301,Low
01_AUS,Australia,2011,22303.86,Low
01_AUS,Australia,2012,22655.69,Low
01_AUS,Australia,2013,23049.598,Low
01_AUS,Australia,2014,23422.943,Low
01_AUS,Australia,2015,23768.258,Low
01_AUS,Australia,2016,24127.746,Low
01_AUS,Australia,2017,24532.18,Low
01_AUS,Australia,2018,24929.897,Low
01_AUS,Australia,2019,25309.514,Low
01_AUS,Australia,2020,25655.914,Low
01_AUS,Australia,2021,25831.668,Low
01_AUS,Australia,2022,26081.167,Low
01_AUS,Australia,2023,26320.802,Low
01_AUS,Australia,2024,26581.446,Low
01_AUS,Australia,2025,26798.519,Low
01_AUS,Australia,2026,27010.34,Low
01_AUS,Australia,2027,27212.229,Low
01_AUS,Australia,2028,27412.646,Low
01_AUS,Australia,2029,27609.736,Low
01_AUS,Australia,2030,27769.555,Low
01_AUS,Australia,2031,27928.287,Low
01_AUS,Australia,2032,28083.167,Low
01_AUS,Australia,2033,28231.874,Low
01_AUS,Australia,2034,28377.807,Low
01_AUS,Australia,2035,28503.384,Low
01_AUS,Australia,2036,28629.925,Low
01_AUS,Australia,2037,28754.824,Low
01_AUS,Australia,2038,28870.995,Low
01_AUS,Australia,2039,28990.972,Low
01_AUS,Australia,2040,29103.32,Low
01_AUS,Australia,2041,29218.759,Low
01_AUS,Australia,2042,29336.903,Low
01_AUS,Australia,2043,29456.975,Low
01_AUS,Australia,2044,29572.894,Low
01_AUS,Australia,2045,29687.106,Low
01_AUS,Australia,2046,29803.45,Low
01_AUS,Australia,2047,29924.442,Low
01_AUS,Australia,2048,30031.52,Low
01_AUS,Australia,2049,30149.744,Low
01_AUS,Australia,2050,30254.789,Low
01_AUS,Australia,2051,30358.745,Low
01_AUS,Australia,2052,30459.302,Low
01_AUS,Australia,2053,30552.951,Low
01_AUS,Australia,2054,30644.898,Low
01_AUS,Australia,2055,30737.673,Low
01_AUS,Australia,2056,30828.904,Low
01_AUS,Australia,2057,30911.686,Low
01_AUS,Australia,2058,30992.07,Low
01_AUS,Australia,2059,31076.575,Low
01_AUS,Australia,2060,31146.584,Low
01_AUS,Australia,2061,31213.157,Low
01_AUS,Australia,2062,31280.839,Low
01_AUS,Australia,2063,31346.325,Low
01_AUS,Australia,2064,31411.661,Low
01_AUS,Australia,2065,31463.207,Low
01_AUS,Australia,2066,31518.782,Low
01_AUS,Australia,2067,31580.607,Low
01_AUS,Australia,2068,31641.467,Low
01_AUS,Australia,2069,31701.627,Low
01_AUS,Australia,2070,31758.106,Low
01_AUS,Australia,2071,31807.817,Low
01_AUS,Australia,2072,31848.994,Low
01_AUS,Australia,2073,31889.635,Low
01_AUS,Australia,2074,31931.506,Low
01_AUS,Australia,2075,31975.525,Low
01_AUS,Australia,2076,32016.381,Low
01_AUS,Australia,2077,32054.355,Low
01_AUS,Australia,2078,32096.789,Low
01_AUS,Australia,2079,32136.249,Low
01_AUS,Australia,2080,32173.09,Low
01_AUS,Australia,2081,32207.977,Low
01_AUS,Australia,2082,32251.246,Low
01_AUS,Australia,2083,32285.971,Low
01_AUS,Australia,2084,32326.441,Low
01_AUS,Australia,2085,32353.347,Low
01_AUS,Australia,2086,32380.624,Low
01_AUS,Australia,2087,32413.371,Low
01_AUS,Australia,2088,32451.534,Low
01_AUS,Australia,2089,32500.269,Low
01_AUS,Australia,2090,32539.355,Low
01_AUS,Australia,2091,32584.188,Low
01_AUS,Australia,2092,32628.56,Low
01_AUS,Australia,2093,32666.855,Low
01_AUS,Australia,2094,32700.812,Low
01_AUS,Australia,2095,32720.098,Low
01_AUS,Australia,2096,32744.328,Low
01_AUS,Australia,2097,32775.451,Low
01_AUS,Australia,2098,32810.083,Low
01_AUS,Australia,2099,32829.525,Low
01_AUS,Australia,2100,32841.736,Low
02_BD,Brunei Darussalam,1990,251.663,Low
02_BD,Brunei Darussalam,1991,258.922,Low
02_BD,Brunei Darussalam,1992,266.271,Low
02_BD,Brunei Darussalam,1993,273.408,Low
02_BD,Brunei Darussalam,1994,280.535,Low
02_BD,Brunei Darussalam,1995,287.648,Low
02_BD,Brunei Darussalam,1996,294.743,Low
02_BD,Brunei Darussalam,1997,301.808,Low
02_BD,Brunei Darussalam,1998,308.875,Low
02_BD,Brunei Darussalam,1999,315.896,Low
02_BD,Brunei Darussalam,2000,322.927,Low
02_BD,Brunei Darussalam,2001,329.921,Low
02_BD,Brunei Darussalam,2002,336.769,Low
02_BD,Brunei Darussalam,2003,343.429,Low
02_BD,Brunei Darussalam,2004,349.845,Low
02_BD,Brunei Darussalam,2005,355.976,Low
02_BD,Brunei Darussalam,2006,361.855,Low
02_BD,Brunei Darussalam,2007,367.47,Low
02_BD,Brunei Darussalam,2008,374.275,Low
02_BD,Brunei Darussalam,2009,381.311,Low
02_BD,Brunei Darussalam,2010,388.594,Low
02_BD,Brunei Darussalam,2011,396.07,Low
02_BD,Brunei Darussalam,2012,402.707,Low
02_BD,Brunei Darussalam,2013,408.406,Low
02_BD,Brunei Darussalam,2014,413.998,Low
02_BD,Brunei Darussalam,2015,419.503,Low
02_BD,Brunei Darussalam,2016,424.92,Low
02_BD,Brunei Darussalam,2017,430.208,Low
02_BD,Brunei Darussalam,2018,435.336,Low
02_BD,Brunei Darussalam,2019,440.283,Low
02_BD,Brunei Darussalam,2020,445.077,Low
02_BD,Brunei Darussalam,2021,449.73,Low
02_BD,Brunei Darussalam,2022,453.711,Low
02_BD,Brunei Darussalam,2023,457.028,Low
02_BD,Brunei Darussalam,2024,460.869,Low
02_BD,Brunei Darussalam,2025,463.69,Low
02_BD,Brunei Darussalam,2026,466.324,Low
02_BD,Brunei Darussalam,2027,468.826,Low
02_BD,Brunei Darussalam,2028,471.344,Low
02_BD,Brunei Darussalam,2029,473.647,Low
02_BD,Brunei Darussalam,2030,475.233,Low
02_BD,Brunei Darussalam,2031,476.821,Low
02_BD,Brunei Darussalam,2032,478.259,Low
02_BD,Brunei Darussalam,2033,479.398,Low
02_BD,Brunei Darussalam,2034,480.554,Low
02_BD,Brunei Darussalam,2035,481.324,Low
02_BD,Brunei Darussalam,2036,482.046,Low
02_BD,Brunei Darussalam,2037,482.567,Low
02_BD,Brunei Darussalam,2038,483.068,Low
02_BD,Brunei Darussalam,2039,483.736,Low
02_BD,Brunei Darussalam,2040,484.095,Low
02_BD,Brunei Darussalam,2041,484.289,Low
02_BD,Brunei Darussalam,2042,484.492,Low
02_BD,Brunei Darussalam,2043,484.502,Low
02_BD,Brunei Darussalam,2044,484.382,Low
02_BD,Brunei Darussalam,2045,484.143,Low
02_BD,Brunei Darussalam,2046,484.001,Low
02_BD,Brunei Darussalam,2047,483.575,Low
02_BD,Brunei Darussalam,2048,483.051,Low
02_BD,Brunei Darussalam,2049,482.423,Low
02_BD,Brunei Darussalam,2050,481.659,Low
02_BD,Brunei Darussalam,2051,480.738,Low
02_BD,Brunei Darussalam,2052,479.647,Low
02_BD,Brunei Darussalam,2053,478.257,Low
02_BD,Brunei Darussalam,2054,476.678,Low
02_BD,Brunei Darussalam,2055,475.036,Low
02_BD,Brunei Darussalam,2056,473.168,Low
02_BD,Brunei Darussalam,2057,471.232,Low
02_BD,Brunei Darussalam,2058,469.06,Low
02_BD,Brunei Darussalam,2059,466.756,Low
02_BD,Brunei Darussalam,2060,464.378,Low
02_BD,Brunei Darussalam,2061,461.91,Low
02_BD,Brunei Darussalam,2062,459.324,Low
02_BD,Brunei Darussalam,2063,456.714,Low
02_BD,Brunei Darussalam,2064,453.868,Low
02_BD,Brunei Darussalam,2065,450.857,Low
02_BD,Brunei Darussalam,2066,447.694,Low
02_BD,Brunei Darussalam,2067,444.385,Low
02_BD,Brunei Darussalam,2068,440.843,Low
02_BD,Brunei Darussalam,2069,437.292,Low
02_BD,Brunei Darussalam,2070,433.781,Low
02_BD,Brunei Darussalam,2071,430.352,Low
02_BD,Brunei Darussalam,2072,426.884,Low
02_BD,Brunei Darussalam,2073,423.182,Low
02_BD,Brunei Darussalam,2074,419.372,Low
02_BD,Brunei Darussalam,2075,415.427,Low
02_BD,Brunei Darussalam,2076,411.368,Low
02_BD,Brunei Darussalam,2077,407.586,Low
02_BD,Brunei Darussalam,2078,403.726,Low
02_BD,Brunei Darussalam,2079,399.964,Low
02_BD,Brunei Darussalam,2080,396.112,Low
02_BD,Brunei Darussalam,2081,392.246,Low
02_BD,Brunei Darussalam,2082,388.322,Low
02_BD,Brunei Darussalam,2083,384.374,Low
02_BD,Brunei Darussalam,2084,380.427,Low
02_BD,Brunei Darussalam,2085,376.548,Low
02_BD,Brunei Darussalam,2086,372.637,Low
02_BD,Brunei Darussalam,2087,368.852,Low
02_BD,Brunei Darussalam,2088,365.006,Low
02_BD,Brunei Darussalam,2089,361.075,Low
02_BD,Brunei Darussalam,2090,357.162,Low
02_BD,Brunei Darussalam,2091,353.323,Low
02_BD,Brunei Darussalam,2092,349.554,Low
02_BD,Brunei Darussalam,2093,345.739,Low
02_BD,Brunei Darussalam,2094,341.955,Low
02_BD,Brunei Darussalam,2095,338.145,Low
02_BD,Brunei Darussalam,2096,334.406,Low
02_BD,Brunei Darussalam,2097,330.616,Low
02_BD,Brunei Darussalam,2098,326.907,Low
02_BD,Brunei Darussalam,2099,323.099,Low
02_BD,Brunei Darussalam,2100,319.273,Low
03_CDA,Canada,1990,27593.691,Low
03_CDA,Canada,1991,27985.194,Low
03_CDA,Canada,1992,28329.121,Low
03_CDA,Canada,1993,28670.998,Low
03_CDA,Canada,1994,28990.276,Low
03_CDA,Canada,1995,29304.487,Low
03_CDA,Canada,1996,29613.776,Low
03_CDA,Canada,1997,29920.635,Low
03_CDA,Canada,1998,30197.543,Low
03_CDA,Canada,1999,30462.396,Low
03_CDA,Canada,2000,30736.515,Low
03_CDA,Canada,2001,31047.091,Low
03_CDA,Canada,2002,31380.063,Low
03_CDA,Canada,2003,31691.092,Low
03_CDA,Canada,2004,31981.872,Low
03_CDA,Canada,2005,32283.483,Low
03_CDA,Canada,2006,32596.863,Low
03_CDA,Canada,2007,32921.479,Low
03_CDA,Canada,2008,33262.864,Low
03_CDA,Canada,2009,33635.306,Low
03_CDA,Canada,2010,34017.435,Low
03_CDA,Canada,2011,34376.362,Low
03_CDA,Canada,2012,34734.543,Low
03_CDA,Canada,2013,35110.489,Low
03_CDA,Canada,2014,35476.376,Low
03_CDA,Canada,2015,35792.151,Low
03_CDA,Canada,2016,36132.317,Low
03_CDA,Canada,2017,36574.369,Low
03_CDA,Canada,2018,37042.624,Low
03_CDA,Canada,2019,37547.386,Low
03_CDA,Canada,2020,38018.483,Low
03_CDA,Canada,2021,38325.321,Low
03_CDA,Canada,2022,38582.793,Low
03_CDA,Canada,2023,39059.725,Low
03_CDA,Canada,2024,39538.484,Low
03_CDA,Canada,2025,39879.397,Low
03_CDA,Canada,2026,40172.613,Low
03_CDA,Canada,2027,40426.085,Low
03_CDA,Canada,2028,40665.711,Low
03_CDA,Canada,2029,40896.31,Low
03_CDA,Canada,2030,41069.64,Low
03_CDA,Canada,2031,41236.01,Low
03_CDA,Canada,2032,41396.736,Low
03_CDA,Canada,2033,41543.345,Low
03_CDA,Canada,2034,41670.313,Low
03_CDA,Canada,2035,41773.987,Low
03_CDA,Canada,2036,41854.313,Low
03_CDA,Canada,2037,41938.761,Low
03_CDA,Canada,2038,42017.786,Low
03_CDA,Canada,2039,42090.838,Low
03_CDA,Canada,2040,42150.573,Low
03_CDA,Canada,2041,42200.76,Low
03_CDA,Canada,2042,42249.271,Low
03_CDA,Canada,2043,42294.462,Low
03_CDA,Canada,2044,42333.061,Low
03_CDA,Canada,2045,42368.924,Low
03_CDA,Canada,2046,42406.358,Low
03_CDA,Canada,2047,42426.343,Low
03_CDA,Canada,2048,42443.152,Low
03_CDA,Canada,2049,42460.183,Low
03_CDA,Canada,2050,42459.628,Low
03_CDA,Canada,2051,42469.21,Low
03_CDA,Canada,2052,42475.39,Low
03_CDA,Canada,2053,42485.304,Low
03_CDA,Canada,2054,42480.239,Low
03_CDA,Canada,2055,42473.264,Low
03_CDA,Canada,2056,42465.575,Low
03_CDA,Canada,2057,42458.442,Low
03_CDA,Canada,2058,42452.83,Low
03_CDA,Canada,2059,42455.808,Low
03_CDA,Canada,2060,42453.567,Low
03_CDA,Canada,2061,42443.146,Low
03_CDA,Canada,2062,42436.29,Low
03_CDA,Canada,2063,42433.257,Low
03_CDA,Canada,2064,42424.984,Low
03_CDA,Canada,2065,42411.797,Low
03_CDA,Canada,2066,42395.277,Low
03_CDA,Canada,2067,42376.781,Low
03_CDA,Canada,2068,42364.651,Low
03_CDA,Canada,2069,42336.863,Low
03_CDA,Canada,2070,42306.513,Low
03_CDA,Canada,2071,42272.288,Low
03_CDA,Canada,2072,42238.291,Low
03_CDA,Canada,2073,42199.996,Low
03_CDA,Canada,2074,42152.875,Low
03_CDA,Canada,2075,42106.11,Low
03_CDA,Canada,2076,42065.603,Low
03_CDA,Canada,2077,42027.233,Low
03_CDA,Canada,2078,41972.421,Low
03_CDA,Canada,2079,41928.164,Low
03_CDA,Canada,2080,41873.688,Low
03_CDA,Canada,2081,41818.026,Low
03_CDA,Canada,2082,41771.59,Low
03_CDA,Canada,2083,41706.357,Low
03_CDA,Canada,2084,41653.471,Low
03_CDA,Canada,2085,41591.489,Low
03_CDA,Canada,2086,41522.239,Low
03_CDA,Canada,2087,41455.137,Low
03_CDA,Canada,2088,41380.415,Low
03_CDA,Canada,2089,41333.834,Low
03_CDA,Canada,2090,41257.448,Low
03_CDA,Canada,2091,41175.042,Low
03_CDA,Canada,2092,41110.179,Low
03_CDA,Canada,2093,41036.097,Low
03_CDA,Canada,2094,40968.745,Low
03_CDA,Canada,2095,40898.755,Low
03_CDA,Canada,2096,40831.197,Low
03_CDA,Canada,2097,40765.402,Low
03_CDA,Canada,2098,40718.306,Low
03_CDA,Canada,2099,40665.131,Low
03_CDA,Canada,2100,40604.295,Low
04_CHL,Chile,1990,13324.345,Low
04_CHL,Chile,1991,13550.007,Low
04_CHL,Chile,1992,13774.975,Low
04_CHL,Chile,1993,13994.18,Low
04_CHL,Chile,1994,14210.372,Low
04_CHL,Chile,1995,14422.14,Low
04_CHL,Chile,1996,14632.623,Low
04_CHL,Chile,1997,14835.468,Low
04_CHL,Chile,1998,15029.401,Low
04_CHL,Chile,1999,15226.197,Low
04_CHL,Chile,2000,15412.428,Low
04_CHL,Chile,2001,15594.842,Low
04_CHL,Chile,2002,15772.856,Low
04_CHL,Chile,2003,15942.995,Low
04_CHL,Chile,2004,16106.508,Low
04_CHL,Chile,2005,16268.135,Low
04_CHL,Chile,2006,16429.42,Low
04_CHL,Chile,2007,16588.969,Low
04_CHL,Chile,2008,16754.192,Low
04_CHL,Chile,2009,16923.784,Low
04_CHL,Chile,2010,17095.677,Low
04_CHL,Chile,2011,17267.251,Low
04_CHL,Chile,2012,17436.38,Low
04_CHL,Chile,2013,17601.858,Low
04_CHL,Chile,2014,17772.155,Low
04_CHL,Chile,2015,17956.235,Low
04_CHL,Chile,2016,18139.016,Low
04_CHL,Chile,2017,18395.427,Low
04_CHL,Chile,2018,18722.308,Low
04_CHL,Chile,2019,19064.074,Low
04_CHL,Chile,2020,19331.414,Low
04_CHL,Chile,2021,19409.834,Low
04_CHL,Chile,2022,19502.834,Low
04_CHL,Chile,2023,19603.239,Low
04_CHL,Chile,2024,19714.431,Low
04_CHL,Chile,2025,19777.472,Low
04_CHL,Chile,2026,19829.491,Low
04_CHL,Chile,2027,19874.222,Low
04_CHL,Chile,2028,19915.229,Low
04_CHL,Chile,2029,19949.247,Low
04_CHL,Chile,2030,19956.324,Low
04_CHL,Chile,2031,19958.61,Low
04_CHL,Chile,2032,19955.179,Low
04_CHL,Chile,2033,19944.628,Low
04_CHL,Chile,2034,19927.333,Low
04_CHL,Chile,2035,19892.492,Low
04_CHL,Chile,2036,19854.558,Low
04_CHL,Chile,2037,19813.002,Low
04_CHL,Chile,2038,19764.251,Low
04_CHL,Chile,2039,19711.753,Low
04_CHL,Chile,2040,19654.055,Low
04_CHL,Chile,2041,19593.514,Low
04_CHL,Chile,2042,19526.934,Low
04_CHL,Chile,2043,19458.779,Low
04_CHL,Chile,2044,19386.349,Low
04_CHL,Chile,2045,19306.983,Low
04_CHL,Chile,2046,19221.125,Low
04_CHL,Chile,2047,19132.247,Low
04_CHL,Chile,2048,19039.992,Low
04_CHL,Chile,2049,18940.38,Low
04_CHL,Chile,2050,18836.024,Low
04_CHL,Chile,2051,18728.859,Low
04_CHL,Chile,2052,18615.481,Low
04_CHL,Chile,2053,18495.82,Low
04_CHL,Chile,2054,18368.766,Low
04_CHL,Chile,2055,18237.463,Low
04_CHL,Chile,2056,18099.324,Low
04_CHL,Chile,2057,17956.665,Low
04_CHL,Chile,2058,17808.115,Low
04_CHL,Chile,2059,17656.85,Low
04_CHL,Chile,2060,17497.645,Low
04_CHL,Chile,2061,17334.829,Low
04_CHL,Chile,2062,17165.654,Low
04_CHL,Chile,2063,16991.438,Low
04_CHL,Chile,2064,16809.32,Low
04_CHL,Chile,2065,16621.566,Low
04_CHL,Chile,2066,16431.154,Low
04_CHL,Chile,2067,16234.93,Low
04_CHL,Chile,2068,16036.61,Low
04_CHL,Chile,2069,15835.6,Low
04_CHL,Chile,2070,15633.178,Low
04_CHL,Chile,2071,15428.09,Low
04_CHL,Chile,2072,15219.723,Low
04_CHL,Chile,2073,15011.223,Low
04_CHL,Chile,2074,14800.79,Low
04_CHL,Chile,2075,14586.689,Low
04_CHL,Chile,2076,14369.449,Low
04_CHL,Chile,2077,14150.757,Low
04_CHL,Chile,2078,13929.827,Low
04_CHL,Chile,2079,13707.187,Low
04_CHL,Chile,2080,13483.41,Low
04_CHL,Chile,2081,13257.94,Low
04_CHL,Chile,2082,13031.938,Low
04_CHL,Chile,2083,12807.824,Low
04_CHL,Chile,2084,12580.727,Low
04_CHL,Chile,2085,12353.012,Low
04_CHL,Chile,2086,12122.852,Low
04_CHL,Chile,2087,11893.14,Low
04_CHL,Chile,2088,11662.503,Low
04_CHL,Chile,2089,11430.885,Low
04_CHL,Chile,2090,11200.328,Low
04_CHL,Chile,2091,10971.816,Low
04_CHL,Chile,2092,10745.207,Low
04_CHL,Chile,2093,10522.139,Low
04_CHL,Chile,2094,10299.546,Low
04_CHL,Chile,2095,10079.696,Low
04_CHL,Chile,2096,9861.451,Low
04_CHL,Chile,2097,9646.382,Low
04_CHL,Chile,2098,9434.47,Low
04_CHL,Chile,2099,9223.849,Low
04_CHL,Chile,2100,9015.617,Low
05_PRC,China,1990,1143536.292,Low
05_PRC,China,1991,1163629.156,Low
05_PRC,China,1992,1177947.9,Low
05_PRC,China,1993,1191200.574,Low
05_PRC,China,1994,1203416.576,Low
05_PRC,China,1995,1214589.617,Low
05_PRC,China,1996,1225678.238,Low
05_PRC,China,1997,1236211.386,Low
05_PRC,China,1998,1246067.858,Low
05_PRC,China,1999,1255626.395,Low
05_PRC,China,2000,1264726.915,Low
05_PRC,China,2001,1274435.436,Low
05_PRC,China,2002,1283014.689,Low
05_PRC,China,2003,1290718.988,Low
05_PRC,China,2004,1298315.664,Low
05_PRC,China,2005,1305884.967,Low
05_PRC,China,2006,1314169.304,Low
05_PRC,China,2007,1321938.768,Low
05_PRC,China,2008,1329688.395,Low
05_PRC,China,2009,1337953.637,Low
05_PRC,China,2010,1347091.795,Low
05_PRC,China,2011,1356031.233,Low
05_PRC,China,2012,1364470.096,Low
05_PRC,China,2013,1374571.633,Low
05_PRC,China,2014,1383444.448,Low
05_PRC,China,2015,1392459.496,Low
05_PRC,China,2016,1399808.851,Low
05_PRC,China,2017,1408296.413,Low
05_PRC,China,2018,1416413.041,Low
05_PRC,China,2019,1421604.871,Low
05_PRC,China,2020,1425435.844,Low
05_PRC,China,2021,1426776.342,Low
05_PRC,China,2022,1426098.192,Low
05_PRC,China,2023,1424260.946,Low
05_PRC,China,2024,1420908.919,Low
05_PRC,China,2025,1415568.387,Low
05_PRC,China,2026,1410174.039,Low
05_PRC,China,2027,1405005.983,Low
05_PRC,China,2028,1399583.428,Low
05_PRC,China,2029,1393869.213,Low
05_PRC,China,2030,1386694.415,Low
05_PRC,China,2031,1379307.121,Low
05_PRC,China,2032,1371649.586,Low
05_PRC,China,2033,1363748.789,Low
05_PRC,China,2034,1355579.972,Low
05_PRC,China,2035,1346426.161,Low
05_PRC,China,2036,1337046.131,Low
05_PRC,China,2037,1327427.083,Low
05_PRC,China,2038,1317590.273,Low
05_PRC,China,2039,1307578.679,Low
05_PRC,China,2040,1297298.065,Low
05_PRC,China,2041,1286788.338,Low
05_PRC,China,2042,1276020.341,Low
05_PRC,China,2043,1265019.966,Low
05_PRC,China,2044,1253807.748,Low
05_PRC,China,2045,1242350.186,Low
05_PRC,China,2046,1230572.243,Low
05_PRC,China,2047,1218447.474,Low
05_PRC,China,2048,1206019.522,Low
05_PRC,China,2049,1193212.749,Low
05_PRC,China,2050,1180017.717,Low
05_PRC,China,2051,1166460.592,Low
05_PRC,China,2052,1152466.591,Low
05_PRC,China,2053,1138029.471,Low
05_PRC,China,2054,1123226.814,Low
05_PRC,China,2055,1108037.395,Low
05_PRC,China,2056,1092476.184,Low
05_PRC,China,2057,1076577.6,Low
05_PRC,China,2058,1060412.328,Low
05_PRC,China,2059,1043972.859,Low
05_PRC,China,2060,1027329.561,Low
05_PRC,China,2061,1010527.326,Low
05_PRC,China,2062,993656.541,Low
05_PRC,China,2063,976735.53,Low
05_PRC,China,2064,959837.028,Low
05_PRC,China,2065,942932.908,Low
05_PRC,China,2066,926119.093,Low
05_PRC,China,2067,909383.389,Low
05_PRC,China,2068,892736.19,Low
05_PRC,China,2069,876217.28,Low
05_PRC,China,2070,859799.556,Low
05_PRC,China,2071,843503.561,Low
05_PRC,China,2072,827291.132,Low
05_PRC,China,2073,811138.79,Low
05_PRC,China,2074,795035.1,Low
05_PRC,China,2075,779000.231,Low
05_PRC,China,2076,762991.913,Low
05_PRC,China,2077,747009.995,Low
05_PRC,China,2078,731059.159,Low
05_PRC,China,2079,715122.195,Low
05_PRC,China,2080,699196.127,Low
05_PRC,China,2081,683313.67,Low
05_PRC,China,2082,667506.966,Low
05_PRC,China,2083,651833.696,Low
05_PRC,China,2084,636277.486,Low
05_PRC,China,2085,620838.716,Low
05_PRC,China,2086,605599.649,Low
05_PRC,China,2087,590580.705,Low
05_PRC,China,2088,575764.011,Low
05_PRC,China,2089,561157.387,Low
05_PRC,China,2090,546767.072,Low
05_PRC,China,2091,532606.106,Low
05_PRC,China,2092,518646.533,Low
05_PRC,China,2093,504856.093,Low
05_PRC,China,2094,491222.326,Low
05_PRC,China,2095,477736.963,Low
05_PRC,China,2096,464377.606,Low
05_PRC,China,2097,451126.552,Low
05_PRC,China,2098,437976.99,Low
05_PRC,China,2099,424931.703,Low
05_PRC,China,2100,411989.378,Low
06_HKC,"Hong Kong, China",1990,5552.387,Low
06_HKC,"Hong Kong, China",1991,5568.807,Low
06_HKC,"Hong Kong, China",1992,5687.381,Low
06_HKC,"Hong Kong, China",1993,5831.732,Low
06_HKC,"Hong Kong, China",1994,5973.294,Low
06_HKC,"Hong Kong, China",1995,6111.229,Low
06_HKC,"Hong Kong, China",1996,6242.978,Low
06_HKC,"Hong Kong, China",1997,6361.95,Low
06_HKC,"Hong Kong, China",1998,6471.397,Low
06_HKC,"Hong Kong, China",1999,6571.272,Low
06_HKC,"Hong Kong, China",2000,6661.777,Low
06_HKC,"Hong Kong, China",2001,6747.551,Low
06_HKC,"Hong Kong, China",2002,6800.926,Low
06_HKC,"Hong Kong, China",2003,6841.891,Low
06_HKC,"Hong Kong, China",2004,6875.922,Low
06_HKC,"Hong Kong, China",2005,6900.405,Low
06_HKC,"Hong Kong, China",2006,6916.567,Low
06_HKC,"Hong Kong, China",2007,6945.613,Low
06_HKC,"Hong Kong, China",2008,6997.077,Low
06_HKC,"Hong Kong, China",2009,7044.3,Low
06_HKC,"Hong Kong, China",2010,7084.633,Low
06_HKC,"Hong Kong, China",2011,7118.601,Low
06_HKC,"Hong Kong, China",2012,7167.338,Low
06_HKC,"Hong Kong, China",2013,7234.784,Low
06_HKC,"Hong Kong, China",2014,7293.886,Low
06_HKC,"Hong Kong, China",2015,7345.115,Low
06_HKC,"Hong Kong, China",2016,7387.704,Low
06_HKC,"Hong Kong, China",2017,7428.315,Low
06_HKC,"Hong Kong, China",2018,7461.468,Low
06_HKC,"Hong Kong, China",2019,7480.919,Low
06_HKC,"Hong Kong, China",2020,7490.707,Low
06_HKC,"Hong Kong, China",2021,7489.764,Low
06_HKC,"Hong Kong, China",2022,7479.439,Low
06_HKC,"Hong Kong, China",2023,7452.391,Low
06_HKC,"Hong Kong, China",2024,7433.078,Low
06_HKC,"Hong Kong, China",2025,7382.918,Low
06_HKC,"Hong Kong, China",2026,7368.356,Low
06_HKC,"Hong Kong, China",2027,7321.993,Low
06_HKC,"Hong Kong, China",2028,7296.356,Low
06_HKC,"Hong Kong, China",2029,7238.004,Low
06_HKC,"Hong Kong, China",2030,7190.751,Low
06_HKC,"Hong Kong, China",2031,7136.113,Low
06_HKC,"Hong Kong, China",2032,7076.904,Low
06_HKC,"Hong Kong, China",2033,7026.922,Low
06_HKC,"Hong Kong, China",2034,6974.354,Low
06_HKC,"Hong Kong, China",2035,6926.799,Low
06_HKC,"Hong Kong, China",2036,6845.917,Low
06_HKC,"Hong Kong, China",2037,6779.519,Low
06_HKC,"Hong Kong, China",2038,6737.443,Low
06_HKC,"Hong Kong, China",2039,6660.184,Low
06_HKC,"Hong Kong, China",2040,6618.408,Low
06_HKC,"Hong Kong, China",2041,6544.227,Low
06_HKC,"Hong Kong, China",2042,6468.712,Low
06_HKC,"Hong Kong, China",2043,6382.869,Low
06_HKC,"Hong Kong, China",2044,6314.592,Low
06_HKC,"Hong Kong, China",2045,6240.117,Low
06_HKC,"Hong Kong, China",2046,6158.606,Low
06_HKC,"Hong Kong, China",2047,6073.713,Low
06_HKC,"Hong Kong, China",2048,5963.695,Low
06_HKC,"Hong Kong, China",2049,5876.129,Low
06_HKC,"Hong Kong, China",2050,5777.639,Low
06_HKC,"Hong Kong, China",2051,5686.019,Low
06_HKC,"Hong Kong, China",2052,5585.065,Low
06_HKC,"Hong Kong, China",2053,5488.01,Low
06_HKC,"Hong Kong, China",2054,5393.833,Low
06_HKC,"Hong Kong, China",2055,5299.114,Low
06_HKC,"Hong Kong, China",2056,5200.149,Low
06_HKC,"Hong Kong, China",2057,5098.251,Low
06_HKC,"Hong Kong, China",2058,4994.906,Low
06_HKC,"Hong Kong, China",2059,4890.127,Low
06_HKC,"Hong Kong, China",2060,4790.511,Low
06_HKC,"Hong Kong, China",2061,4690.769,Low
06_HKC,"Hong Kong, China",2062,4588.399,Low
06_HKC,"Hong Kong, China",2063,4498.829,Low
06_HKC,"Hong Kong, China",2064,4410.045,Low
